tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
326968	Ziziphus jujuba	107410457	0	live	LOC107410457		DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog		1	NC_029679.1	318599	319719	minus	1		
211228	Cephus cinctus	107269148	0	live	LOC107269148		DNA repair protein XRCC3	DNA repair protein XRCC3		Un							
37653	Octopus bimaculoides	106882138	0	live	LOC106882138	OCBIM_22012639mg	meiotic recombination protein DMC1/LIM15 homolog	meiotic recombination protein DMC1/LIM15 homolog		Un							
37621	Priapulus caudatus	106804941	0	live	LOC106804941		DNA repair protein RAD51 homolog B-like	DNA repair protein RAD51 homolog B-like		Un							
157791	Vigna radiata	106770998	0	live	LOC106770998		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		8	NC_028358.1	5914264	5918175	minus	10		
59463	Myotis lucifugus	106696107	0	live	LOC106696107		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
29053	Copidosoma floridanum	106644387	0	live	LOC106644387		DNA repair protein RAD51 homolog 3-like	DNA repair protein RAD51 homolog 3-like		Un							
29053	Copidosoma floridanum	106640170	0	live	LOC106640170		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
6850	Limulus polyphemus	106475072	0	live	LOC106475072		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
3708	Brassica napus	106403050	0	live	LOC106403050		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		C9	NC_027775.2	5441466	5444793	plus	11		
3708	Brassica napus	106396109	0	live	LOC106396109		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3|BnaC04g04170D		C4	NC_027770.2	7035802	7037787	plus	8		
3708	Brassica napus	106357643	0	live	LOC106357643		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		C9	NC_027775.2	5370963	5374160	plus	11		
3712	Brassica oleracea	106342459	0	live	LOC106342459		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		C4	NC_027751.1	8171297	8175545	minus	10		
6526	Biomphalaria glabrata	106079613	0	live	LOC106079613		meiotic recombination protein DMC1/LIM15 homolog	meiotic recombination protein DMC1/LIM15 homolog		Un							
30608	Microcebus murinus	105862232	0	live	LOC105862232		V-type proton ATPase catalytic subunit A-like	V-type proton ATPase catalytic subunit A-like		Un							
29730	Gossypium raimondii	105791654	0	live	LOC105791654	B456_004G162800	DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		4	NC_026932.1	45400844	45403422	minus	9		
144034	Pogonomyrmex barbatus	105426493	0	live	LOC105426493		DNA repair protein RAD51 homolog A	DNA repair protein RAD51 homolog A		Un							
29159	Crassostrea gigas	105332417	0	live	LOC105332417	CGI_10015252	DNA repair protein RAD51 homolog 1	DNA repair protein RAD51 homolog 1|DNA repair protein RAD51-like protein A		3	NC_047561.1	27349807	27358409	minus	10		
64838	Fopius arisanus	105263624	0	live	LOC105263624	radA	DNA repair protein RAD51 homolog 3-like	DNA repair protein RAD51 homolog 3-like|DNA repair and recombination protein radA		Un							
104421	Camponotus floridanus	105258070	0	live	LOC105258070		twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
75702	Populus euphratica	105132345	0	live	LOC105132345		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		Un							
51953	Elaeis guineensis	105059023	0	live	LOC105059023		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		16	NC_026008.1	2945877	2956459	minus	11		
51953	Elaeis guineensis	105053593	0	live	LOC105053593		uncharacterized LOC105053593	LOW QUALITY PROTEIN: uncharacterized protein LOC105053593		11	NC_026003.1	6799841	6805653	minus	2		
51953	Elaeis guineensis	105039627	0	live	LOC105039627		DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog		2	NC_025994.1	54385644	54393022	minus	2		
51953	Elaeis guineensis	105037501	0	live	LOC105037501		DNA repair protein RadA-like	uncharacterized protein LOC105037501		Un							
51953	Elaeis guineensis	105033602	0	live	LOC105033602		disease resistance protein RPS2-like	disease resistance protein RPS2-like		Un							
3555	Beta vulgaris subsp. vulgaris	104907735	0	live	LOC104907735	BVRB_4g096940	DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog		4							
4432	Nelumbo nucifera	104613233	0	live	LOC104613233		meiotic recombination protein DMC1 homolog	meiotic recombination protein DMC1 homolog		Un							
279965	Antrostomus carolinensis	104528467	0	live	LOC104528467	XRCC3	DNA repair protein XRCC3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
279965	Antrostomus carolinensis	104525252	0	live	LOC104525252		DNA repair protein XRCC3-like	DNA repair protein XRCC3-like		Un							
4096	Nicotiana sylvestris	104230043	0	live	LOC104230043		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		Un							
4098	Nicotiana tomentosiformis	104092678	0	live	LOC104092678		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		Un							
3711	Brassica rapa	103836420	0	live	LOC103836420		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		A8	NC_024802.2	21999292	22002300	minus	10		
42345	Phoenix dactylifera	103720546	0	live	LOC103720546		twinkle homolog protein, chloroplastic/mitochondrial-like	twinkle homolog protein, chloroplastic/mitochondrial-like		Un							
42345	Phoenix dactylifera	103717611	0	live	LOC103717611		disease resistance protein RPS2-like	disease resistance protein RPS2-like		Un							
42345	Phoenix dactylifera	103698418	0	live	LOC103698418		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		Un							
121845	Diaphorina citri	103519302	0	live	LOC103519302		DNA repair protein RAD51 homolog 3-like	DNA repair protein RAD51 homolog 3-like		Un							
121845	Diaphorina citri	103514043	0	live	LOC103514043		twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
3750	Malus domestica	103403421	0	live	LOC103403421		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		16	NC_041804.1	485393	488455	minus	11		
102107	Prunus mume	103322310	0	live	LOC103322310		DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog		LG2	NC_024127.1	23110095	23110826	minus	1		
1868482	Carlito syrichta	103274091	0	live	LOC103274091		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
310752	Balaenoptera acutorostrata scammoni	103006898	0	live	LOC103006898		ATP synthase subunit beta, mitochondrial-like	LOW QUALITY PROTEIN: ATP synthase subunit beta, mitochondrial-like		Un							
7460	Apis mellifera	102656733	0	live	LOC102656733		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		LG10	NC_037647.1	189552	190713	minus	1		
13735	Pelodiscus sinensis	102449440	0	live	LOC102449440	RAD51B	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2|RAD51 paralog B		Un							
4555	Setaria italica	101757213	0	live	LOC101757213		DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog		I	NC_028450.1	27866414	27870736	plus	3		
4555	Setaria italica	101755153	0	live	LOC101755153	SETIT_002564mg	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		V	NC_028454.1	3191381	3197897	minus	9		
73337	Ceratotherium simum simum	101387392	0	live	LOC101387392	RAD51C	RAD51 paralog C	DNA repair protein RAD51 homolog 3|RAD51 homolog C		Un							
127582	Trichechus manatus latirostris	101359023	0	live	LOC101359023	RAD51C	RAD51 paralog C	DNA repair protein RAD51 homolog 3|RAD51 homolog C		Un							
57918	Fragaria vesca	101315231	0	live	LOC101315231		DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog		LG4	NC_020494.1	2534905	2537485	plus	3		
3659	Cucumis sativus	101216284	0	live	LOC101216284		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		3	NC_026657.2	7961932	7966142	minus	10		
34638	Galendromus occidentalis	100906665	0	live	LOC100906665		twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
34638	Galendromus occidentalis	100901102	0	live	LOC100901102		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		Un							
143995	Megachile rotundata	100880094	0	live	LOC100880094		DNA repair protein RAD51 homolog A	DNA repair protein RAD51 homolog A		Un							
15368	Brachypodium distachyon	100842954	0	live	LOC100842954	BRADI_2g56281	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		2	NC_016132.3	54449876	54457459	plus	13		
15368	Brachypodium distachyon	100831144	0	live	LOC100831144	BRADI_3g46050	DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog		3	NC_016133.3	47730482	47731674	plus	1		
3847	Glycine max	100807727	0	live	LOC100807727	GLYMA_12G029200	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		12	NC_038248.1	2171252	2179332	plus	9		
3847	Glycine max	100804637	0	live	LOC100804637	GLYMA_09G028600	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		9	NC_038245.1	2341364	2354051	minus	21		
3847	Glycine max	100779625	0	live	LOC100779625	GLYMA_15G134500	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		15	NC_038251.1	10803856	10817466	minus	21		
400682	Amphimedon queenslandica	100633938	0	live	LOC100633938		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
7460	Apis mellifera	100576677	0	live	LOC100576677		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		LG3	NC_037640.1	6896053	6898234	plus	5		
3847	Glycine max	100500369	0	live	LOC100500369	GLYMA_11G109300	uncharacterized LOC100500369	uncharacterized protein LOC100500369		11	NC_038247.1	8337985	8338924	minus	4		
7719	Ciona intestinalis	100187521	0	live	LOC100187521		cytoplasmic dynein 2 light intermediate chain 1-like	cytoplasmic dynein 2 light intermediate chain 1-like		5	NC_020170.2	4537918	4545978	minus	8		
9258	Ornithorhynchus anatinus	100081173	0	live	LOC100081173		twinkle protein, mitochondrial-like	twinkle protein, mitochondrial-like		16	NC_041743.1	36305438	36311298	minus	5		
280036	Sporisorium graminicola	40725364	0	live	EX895_002469	EX895_002469	hypothetical protein	hypothetical protein		SGRAM_15	NC_043725.1	94999	97257	minus	1		
94643	Besnoitia besnoiti	40307897	0	live	BESB_028450	BESB_028450	hypothetical protein	hypothetical protein		Unknown							
94643	Besnoitia besnoiti	40307499	0	live	BESB_024390	BESB_024390	hypothetical protein	hypothetical protein		XII	NC_042367.1	1711958	1713517	plus	1		
857276	Cryptosporidium ubiquitum	39979400	0	live	cubi_02610	cubi_02610	hypothetical protein	hypothetical protein		Unknown							
857276	Cryptosporidium ubiquitum	39978154	0	live	cubi_01363	cubi_01363	hypothetical protein	hypothetical protein		Unknown							
857276	Cryptosporidium ubiquitum	39977574	0	live	cubi_00782	cubi_00782	hypothetical protein	hypothetical protein		Unknown							
156630	Alternaria arborescens	39620379	0	live	AA0111_g4748	AA0111_g4748	hypothetical protein	hypothetical protein		Unknown							
156630	Alternaria arborescens	39617205	0	live	AA0111_g1891	AA0111_g1891	hypothetical protein	hypothetical protein		Unknown							
156630	Alternaria arborescens	39613737	0	live	AA0111_g10375	AA0111_g10375	hypothetical protein	hypothetical protein		Unknown							
105984	Apiotrichum porosum	39591301	0	live	EHS24_006758	EHS24_006758	hypothetical protein	hypothetical protein		Unknown							
105984	Apiotrichum porosum	39588691	0	live	EHS24_004148	EHS24_004148	hypothetical protein	hypothetical protein		Unknown							
105984	Apiotrichum porosum	39586503	0	live	EHS24_001960	EHS24_001960	hypothetical protein	hypothetical protein		Unknown							
1341132	Aspergillus welwitschiae	38144583	0	live	BDQ94DRAFT_63760	BDQ94DRAFT_63760	hypothetical protein	hypothetical protein		Unknown							
1341132	Aspergillus welwitschiae	38141672	0	live	BDQ94DRAFT_179222	BDQ94DRAFT_179222	hypothetical protein	hypothetical protein		Unknown							
41047	Aspergillus thermomutatus	38130870	0	live	CDV56_108896	CDV56_108896	hypothetical protein	hypothetical protein		Unknown							
41047	Aspergillus thermomutatus	38128313	0	live	CDV56_106339	CDV56_106339	hypothetical protein	hypothetical protein		Unknown							
56646	Fusarium venenatum	37264626	0	live	FVRRES_12996	FVRRES_12996	hypothetical protein	hypothetical protein		IIII	NC_038015.1	5507926	5509404	minus	6		
1448316	Aspergillus ibericus CBS 121593	37222553	0	live	BO80DRAFT_404689	BO80DRAFT_404689	hypothetical protein	hypothetical protein		Unknown							
1448311	Aspergillus vadensis CBS 113365	37214646	0	live	BO88DRAFT_443814	BO88DRAFT_443814	hypothetical protein	hypothetical protein		Unknown							
1448311	Aspergillus vadensis CBS 113365	37206439	0	live	BO88DRAFT_198038	BO88DRAFT_198038	hypothetical protein	hypothetical protein		Unknown							
1448311	Aspergillus vadensis CBS 113365	37206438	0	live	BO88DRAFT_197734	BO88DRAFT_197734	hypothetical protein	hypothetical protein		Unknown							
1450537	Aspergillus homomorphus CBS 101889	37194813	0	live	BO97DRAFT_200525	BO97DRAFT_200525	hypothetical protein	hypothetical protein		Unknown							
1448317	Aspergillus costaricaensis CBS 115574	37193201	0	live	BO79DRAFT_39770	BO79DRAFT_39770	hypothetical protein	hypothetical protein		Unknown							
1448317	Aspergillus costaricaensis CBS 115574	37193200	0	live	BO79DRAFT_39766	BO79DRAFT_39766	hypothetical protein	hypothetical protein		Unknown							
1448317	Aspergillus costaricaensis CBS 115574	37188337	0	live	BO79DRAFT_233933	BO79DRAFT_233933	hypothetical protein	hypothetical protein		Unknown							
1448312	Aspergillus japonicus CBS 114.51	37178859	0	live	BO86DRAFT_419953	BO86DRAFT_419953	hypothetical protein	hypothetical protein		Unknown							
1448313	Aspergillus piperis CBS 112811	37164800	0	live	BO85DRAFT_455624	BO85DRAFT_455624	hypothetical protein	hypothetical protein		Unknown							
1448313	Aspergillus piperis CBS 112811	37162889	0	live	BO85DRAFT_446364	BO85DRAFT_446364	hypothetical protein	hypothetical protein		Unknown							
1448322	Aspergillus aculeatinus CBS 121060	37148995	0	live	BO66DRAFT_380756	BO66DRAFT_380756	hypothetical protein	hypothetical protein		Unknown							
1448310	Aspergillus neoniger CBS 115656	37128341	0	live	BO87DRAFT_404772	BO87DRAFT_404772	hypothetical protein	hypothetical protein		Unknown							
1450535	Aspergillus sclerotioniger CBS 115572	37116053	0	live	BO94DRAFT_557006	BO94DRAFT_557006	hypothetical protein	hypothetical protein		Unknown							
1450535	Aspergillus sclerotioniger CBS 115572	37115174	0	live	BO94DRAFT_541091	BO94DRAFT_541091	hypothetical protein	hypothetical protein		Unknown							
1450535	Aspergillus sclerotioniger CBS 115572	37108497	0	live	BO94DRAFT_239218	BO94DRAFT_239218	hypothetical protein	hypothetical protein		Unknown							
1450533	Aspergillus lacticoffeatus CBS 101883	37102390	0	live	BO96DRAFT_429657	BO96DRAFT_429657	hypothetical protein	hypothetical protein		Unknown							
1450533	Aspergillus lacticoffeatus CBS 101883	37095174	0	live	BO96DRAFT_229480	BO96DRAFT_229480	hypothetical protein	hypothetical protein		Unknown							
1450534	Aspergillus brunneoviolaceus CBS 621.78	37090005	0	live	BO95DRAFT_457218	BO95DRAFT_457218	hypothetical protein	hypothetical protein		Unknown							
1450539	Aspergillus saccharolyticus JOP 1030-1	37077901	0	live	BP01DRAFT_371554	BP01DRAFT_371554	hypothetical protein	hypothetical protein		Unknown							
1448321	Aspergillus heteromorphus CBS 117.55	37070632	0	live	BO70DRAFT_433219	BO70DRAFT_433219	hypothetical protein	hypothetical protein		Unknown							
1448321	Aspergillus heteromorphus CBS 117.55	37067998	0	live	BO70DRAFT_385759	BO70DRAFT_385759	hypothetical protein	hypothetical protein		Unknown							
1448314	Aspergillus eucalypticola CBS 122712	37055948	0	live	BO83DRAFT_407745	BO83DRAFT_407745	hypothetical protein	hypothetical protein		Unknown							
45357	[Candida] haemulonis	37006687	0	live	CXQ85_001356	CXQ85_001356	hypothetical protein	hypothetical protein		Unknown							
1231522	[Candida] duobushaemulonis	37002391	0	live	CXQ87_002391	CXQ87_002391	hypothetical protein	hypothetical protein		Unknown							
983964	Trichoderma harzianum CBS 226.95	36633277	0	live	M431DRAFT_95382	M431DRAFT_95382	hypothetical protein	hypothetical protein		Unknown							
983964	Trichoderma harzianum CBS 226.95	36629593	0	live	M431DRAFT_537882	M431DRAFT_537882	hypothetical protein	hypothetical protein		Unknown							
1042311	Trichoderma asperellum CBS 433.97	36619228	0	live	M441DRAFT_86620	M441DRAFT_86620	hypothetical protein	hypothetical protein		Unknown							
1095630	Hyaloscypha bicolor E	36593764	0	live	K444DRAFT_65116	K444DRAFT_65116	hypothetical protein	hypothetical protein		Unknown							
1392250	Aspergillus steynii IBT 23096	36560167	0	live	P170DRAFT_467259	P170DRAFT_467259	hypothetical protein	hypothetical protein		Unknown							
1392250	Aspergillus steynii IBT 23096	36559140	0	live	P170DRAFT_454509	P170DRAFT_454509	hypothetical protein	hypothetical protein		Unknown							
1392248	Aspergillus campestris IBT 28561	36549065	0	live	P168DRAFT_330077	P168DRAFT_330077	hypothetical protein	hypothetical protein		Unknown							
41067	Aspergillus candidus	36524050	0	live	BDW47DRAFT_128692	BDW47DRAFT_128692	hypothetical protein	hypothetical protein		Unknown							
41067	Aspergillus candidus	36523843	0	live	BDW47DRAFT_127242	BDW47DRAFT_127242	hypothetical protein	hypothetical protein		Unknown							
4781	Plasmopara halstedii	36406221	0	live	PHALS_11166	PHALS_11166	hypothetical protein	hypothetical protein		Unknown							
670580	Postia placenta MAD-698-R-SB12	36330817	0	live	POSPLADRAFT_1145979	POSPLADRAFT_1145979	hypothetical protein	hypothetical protein		Unknown							
670580	Postia placenta MAD-698-R-SB12	36328587	0	live	POSPLADRAFT_1127527	POSPLADRAFT_1127527	hypothetical protein	hypothetical protein		Unknown							
670580	Postia placenta MAD-698-R-SB12	36328000	0	live	POSPLADRAFT_1087478	POSPLADRAFT_1087478	hypothetical protein	hypothetical protein		Unknown							
670580	Postia placenta MAD-698-R-SB12	36324844	0	live	POSPLADRAFT_1049999	POSPLADRAFT_1049999	hypothetical protein	hypothetical protein		Unknown							
655981	Pseudogymnoascus destructans	36283885	0	live	VC83_00792	VC83_00792	hypothetical protein	hypothetical protein		Unknown							
122368	Cercospora beticola	35435527	0	live	CB0940_11723	CB0940_11723	hypothetical protein			10	NC_036779.1	327055	328044	plus	1		
122368	Cercospora beticola	35428085	0	live	CB0940_04277	CB0940_04277	hypothetical protein			4	NC_036773.1	1257273	1258557	plus	3		
1073090	Penicilliopsis zonata CBS 506.65	34616228	0	live	ASPZODRAFT_71592	ASPZODRAFT_71592	hypothetical protein			Unknown							
1073090	Penicilliopsis zonata CBS 506.65	34607345	0	live	ASPZODRAFT_1050427	ASPZODRAFT_1050427	hypothetical protein			Unknown							
254056	Fonsecaea monophora	34596551	0	live	AYO21_01372	AYO21_01372	hypothetical protein			Unknown							
254056	Fonsecaea monophora	34595565	0	live	AYO21_00383	AYO21_00383	hypothetical protein			Unknown							
856822	Fonsecaea nubica	34591425	0	live	AYO20_08016	AYO20_08016	hypothetical protein			Unknown							
856822	Fonsecaea nubica	34587599	0	live	AYO20_04178	AYO20_04178	hypothetical protein			Unknown							
856822	Fonsecaea nubica	34584477	0	live	AYO20_01052	AYO20_01052	hypothetical protein			Unknown							
1382522	Kuraishia capsulata CBS 1993	34519710	0	live	KUCA_T00002287001	KUCA_T00002287001	hypothetical protein	hypothetical protein		Unknown							
1160497	Aspergillus glaucus CBS 516.65	34466745	0	live	ASPGLDRAFT_902462	ASPGLDRAFT_902462	hypothetical protein			Unknown							
1160497	Aspergillus glaucus CBS 516.65	34460051	0	live	ASPGLDRAFT_28802	ASPGLDRAFT_28802	hypothetical protein			Unknown							
64571	Lobosporangium transversale	33561739	0	live	BCR41DRAFT_202535	BCR41DRAFT_202535	hypothetical protein			Unknown							
4999	Kockovaella imperatae	33558780	0	live	BD324DRAFT_637144	BD324DRAFT_637144	hypothetical protein			Unknown							
4999	Kockovaella imperatae	33557039	0	live	BD324DRAFT_619928	BD324DRAFT_619928	hypothetical protein			Unknown							
1441469	Talaromyces atroroseus	31007222	0	live	UA08_07466	UA08_07466	hypothetical protein			Unknown							
1441469	Talaromyces atroroseus	31006552	0	live	UA08_06797	UA08_06797	hypothetical protein			Unknown							
1441469	Talaromyces atroroseus	31000508	0	live	UA08_00753	UA08_00753	hypothetical protein			Unknown							
690307	Aspergillus aculeatus ATCC 16872	30975068	0	live	ASPACDRAFT_43429	ASPACDRAFT_43429	hypothetical protein	hypothetical protein		Unknown							
690307	Aspergillus aculeatus ATCC 16872	30970945	0	live	ASPACDRAFT_1379	ASPACDRAFT_1379	hypothetical protein	hypothetical protein		Unknown							
690307	Aspergillus aculeatus ATCC 16872	30969236	0	live	ASPACDRAFT_109787	ASPACDRAFT_109787	hypothetical protein	hypothetical protein		Unknown							
679716	Trypanosoma brucei gambiense DAL972	23867824	0	live	TbgDal_XI7960	TbgDal_XI7960	hypothetical protein			11	NC_026744.1	1968949	1970220	minus	1		
981085	Morus notabilis	21394463	0	live	LOC21394463	L484_011193	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2|DNA repair protein RAD51-2-like protein		Un							
981085	Morus notabilis	21394137	0	live	LOC21394137	L484_010854	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4|DNA repair protein RAD51-4-like protein		Un							
981085	Morus notabilis	21391202	0	live	LOC21391202	L484_007811	probable disease resistance protein At4g27220	probable disease resistance protein At4g27220|putative disease resistance protein		Un							
498257	Verticillium dahliae VdLs.17	20702048	0	live	VDAG_00585	VDAG_00585	hypothetical protein	hypothetical protein		2							
72664	Eutrema salsugineum	18994098	0	live	LOC18994098	EUTSA_v10008243mg	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
3760	Prunus persica	18793786	0	live	LOC18793786	PRUPE_1G344400	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		G1	NC_034009.1	32269394	32272765	plus	10		
3760	Prunus persica	18778606	0	live	LOC18778606	PRUPE_4G099700	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		G4	NC_034012.1	5079883	5090979	minus	21		
3760	Prunus persica	18773262	0	live	LOC18773262		DNA repair protein RAD51 homolog 4	LOW QUALITY PROTEIN: DNA repair protein RAD51 homolog 4		G6	NC_034014.1	4613760	4616759	minus	10		
13333	Amborella trichopoda	18443031	0	live	LOC18443031	AMTR_s00032p00034370	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Un							
13333	Amborella trichopoda	18436714	0	live	LOC18436714	AMTR_s00017p00136420	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
85681	Citrus clementina	18051418	0	live	LOC18051418	CICLE_v10014667mg	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Un							
3880	Medicago truncatula	11419094	0	live	LOC11419094	MTR_2g093050	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2|DNA repair RAD51-like protein		2	NC_016408.2	39621055	39628611	plus	14		
31234	Caenorhabditis remanei	9811564	0	live	CRE_02731	CRE_02731	hypothetical protein										
31234	Caenorhabditis remanei	9799444	0	live	CRE_10879	CRE_10879	hypothetical protein										
4558	Sorghum bicolor	8061599	0	live	LOC8061599	SORBI_3010G224700	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		10	NC_012879.2	56679806	56686918	plus	21		
3694	Populus trichocarpa	7480391	0	live	LOC7480391	POPTR_001G461300v3	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		1	NC_037285.1	49499244	49510381	plus	21		
7955	Danio rerio	553395	0	live	xrcc2		X-ray repair complementing defective repair in Chinese hamster cells 2	DNA repair protein XRCC2|X-ray repair cross complementing protein 2		24	NC_007135.7	7324512	7330273	plus	3		
184922	Giardia lamblia ATCC 50803	5702925	0	live	GL50803_13346	GL50803_13346	Dmc1b										
294381	Entamoeba histolytica HM-1:IMSS	3410894	0	live	EHI_050430	EHI_050430, 10.t00063	Meiotic recombination protein DMC1, putative			Unknown							
294381	Entamoeba histolytica HM-1:IMSS	3408410	0	live	EHI_031220	EHI_031220, 63.t00006	DNA repair protein RAD51, putative			Unknown							
9598	Pan troglodytes	100611736	0	live	XRCC3	CK820_G0024756	X-ray repair cross complementing 3	DNA repair protein XRCC3|DNA-repair protein XRCC3		14	NC_036893.1	84657182	84675324	minus	9		
284811	Eremothecium gossypii ATCC 10895	4621067	0	live	AGOS_AER008W	AGOS_AER008W, AER008W	AER008Wp			V	NC_005786.2	645585	647117	plus	1		
353152	Cryptosporidium parvum Iowa II	3373180	0	live	cgd5_410	cgd5_410	Rad51			5	NC_006984.1	107073	108116	minus	1		
436017	Ostreococcus lucimarinus CCE9901	5000648	0	live	OSTLU_86836	OSTLU_86836	predicted protein			3	NC_009357.1	812298	813221	plus	1		
367110	Neurospora crassa OR74A	3873300	0	live	NCU01771	NCU01771	DNA repair protein rhp57			II	NC_026502.1	2495551	2497599	minus	1		
564608	Micromonas pusilla CCMP1545	9686915	0	live	DMC1	MICPUCDRAFT_70177	DMC1 DNA recombinase										
564608	Micromonas pusilla CCMP1545	9683946	0	live	RAD51A	MICPUCDRAFT_58104	Rad51 DNA recombinase 1										
564608	Micromonas pusilla CCMP1545	9681081	0	live	RAD51C	MICPUCDRAFT_49939	Rad51 DNA recombinase 3										
296587	Micromonas commoda	8250454	0	live	RAD51C	MICPUN_114025	Rad51 DNA recombinase 3			1	NC_013038.1	590778	592452	plus	3		
296587	Micromonas commoda	8247937	0	live	DMC1	MICPUN_112647	DMC1 DNA recombinase			12	NC_013049.1	541323	542661	plus	4		
296587	Micromonas commoda	8243079	0	live	RAD51A	MICPUN_112646	Rad51 DNA recombinase 1			4	NC_013041.1	891136	892377	plus	3		
556484	Phaeodactylum tricornutum CCAP 1055/1	7201156	0	live	RAD51-g1	PHATRDRAFT_54533	Rad51 DNA recombination/repair protein			9	NC_011677.1	492706	494376	plus	5		
28985	Kluyveromyces lactis	2893655	0	live	KLLA0_E01079g	KLLA0_E01079g	uncharacterized protein			E	NC_006041.1	117963	119204	minus	1		
423536	Perkinsus marinus ATCC 50983	9062848	0	live	Pmar_PMAR008072	Pmar_PMAR008072	meiotic recombination protein DMC1, putative										
423536	Perkinsus marinus ATCC 50983	9040863	0	live	Pmar_PMAR013745	Pmar_PMAR013745	meiotic recombination protein DMC1, putative										
9598	Pan troglodytes	458831	0	live	DMC1	CK820_G0027634	DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog|DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination		22	NC_036901.1	21361561	21413136	minus	16		
9598	Pan troglodytes	455162	0	live	RAD51C	CK820_G0020876	RAD51 paralog C	DNA repair protein RAD51 homolog 3|RAD51 homolog C		17	NC_036896.1	51934493	51975671	plus	9		
9031	Gallus gallus	417626	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3|RAD51 homolog C		19	NC_006106.5	7228177	7244664	plus	9		
4577	Zea mays	100284087	0	live	LOC100284087	ZEAMMB73_Zm00001d044278, GRMZM2G123089	DNA repair protein RAD51	DNA repair protein RAD51|recombination protein51 gene c		3	NC_024461.2	223869716	223874148	minus	7		
